"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8152","Verify Microsoft login works successfully","tests.features","Mon Aug 18 18:33:52 IST 2025","passed","Mon Aug 18 18:34:00 IST 2025","","test_microsoft_login","",""
